Date,Start Time (Sask),Start Time (ET),Visitor,Score,Home,Score,Status
3/11/2023,9:00 PM,10:00 PM,Ottawa Senators,2,Vancouver Canucks,5,Regulation
3/11/2023,9:30 PM,10:30 PM,Minnesota Wild,5,San Jose Sharks,2,Regulation
3/11/2023,9:30 PM,10:30 PM,Nashville Predators,2,Los Angeles Kings,1,SO
3/12/2023,11:30 AM,1:30 PM,Boston Bruins,3,Detroit Red Wings,5,Regulation
3/12/2023,2:00 PM,4:00 PM,New York Rangers,2,Pittsburgh Penguins,3,OT
3/12/2023,5:00 PM,7:00 PM,Carolina Hurricanes,0,New Jersey Devils,3,Regulation
3/12/2023,5:00 PM,7:00 PM,Vegas Golden Knights,5,St. Louis Blues,3,Regulation
3/12/2023,5:00 PM,7:00 PM,Winnipeg Jets,3,Tampa Bay Lightning,2,Regulation
3/12/2023,7:00 PM,9:00 PM,Ottawa Senators,1,Calgary Flames,5,Regulation
3/12/2023,7:30 PM,9:30 PM,Minnesota Wild,4,Arizona Coyotes,5,OT
3/12/2023,7:30 PM,9:30 PM,Nashville Predators,5,Anaheim Ducks,4,OT
3/13/2023,5:30 PM,7:30 PM,Buffalo Sabres,4,Toronto Maple Leafs,3,Regulation
3/13/2023,5:30 PM,7:30 PM,Colorado Avalanche,8,Montreal Canadiens,4,Regulation
3/13/2023,8:00 PM,10:00 PM,Dallas Stars,5,Seattle Kraken,2,Regulation
3/14/2023,5:00 PM,7:00 PM,Montreal Canadiens,6,Pittsburgh Penguins,4,Regulation
3/14/2023,5:00 PM,7:00 PM,Tampa Bay Lightning,4,New Jersey Devils,1,Regulation
3/14/2023,5:00 PM,7:00 PM,Vegas Golden Knights,5,Philadelphia Flyers,3,Regulation
3/14/2023,5:00 PM,7:00 PM,Washington Capitals,3,New York Rangers,5,Regulation
3/14/2023,5:00 PM,7:00 PM,Winnipeg Jets,3,Carolina Hurricanes,5,Regulation
3/14/2023,6:00 PM,8:00 PM,Detroit Red Wings,1,Nashville Predators,2,Regulation
3/14/2023,6:30 PM,8:30 PM,Boston Bruins,3,Chicago Blackhawks,6,Regulation
3/14/2023,7:00 PM,9:00 PM,Ottawa Senators,3,Edmonton Oilers,6,Regulation
3/14/2023,8:00 PM,10:00 PM,Calgary Flames,3,Arizona Coyotes,4,OT
3/14/2023,8:00 PM,10:00 PM,Dallas Stars,2,Vancouver Canucks,5,Regulation
3/14/2023,8:30 PM,10:30 PM,Columbus Blue Jackets,6,San Jose Sharks,5,OT
3/14/2023,8:30 PM,10:30 PM,New York Islanders,2,Los Angeles Kings,5,Regulation
3/15/2023,5:00 PM,7:00 PM,Buffalo Sabres,4,Washington Capitals,5,SO
3/15/2023,5:00 PM,7:00 PM,Colorado Avalanche,2,Toronto Maple Leafs,1,SO
3/15/2023,7:30 PM,9:30 PM,Minnesota Wild,8,St. Louis Blues,5,Regulation
3/15/2023,8:00 PM,10:00 PM,New York Islanders,6,Anaheim Ducks,3,Regulation
3/16/2023,5:00 PM,7:00 PM,Colorado Avalanche,5,Ottawa Senators,4,Regulation
3/16/2023,5:00 PM,7:00 PM,Montreal Canadiens,5,Florida Panthers,9,Regulation
3/16/2023,5:00 PM,7:00 PM,Pittsburgh Penguins,2,New York Rangers,4,Regulation
3/16/2023,5:00 PM,7:00 PM,Tampa Bay Lightning,4,New Jersey Devils,3,SO
3/16/2023,6:00 PM,8:00 PM,Boston Bruins,3,Winnipeg Jets,0,Regulation
3/16/2023,6:00 PM,8:00 PM,Chicago Blackhawks,2,Nashville Predators,1,Regulation
3/16/2023,7:00 PM,9:00 PM,Dallas Stars,1,Edmonton Oilers,4,Regulation
3/16/2023,8:00 PM,10:00 PM,Calgary Flames,7,Vegas Golden Knights,2,Regulation
3/16/2023,8:00 PM,10:00 PM,Vancouver Canucks,2,Arizona Coyotes,3,Regulation
3/16/2023,8:30 PM,10:30 PM,Columbus Blue Jackets,1,Los Angeles Kings,4,Regulation
3/16/2023,8:30 PM,10:30 PM,Seattle Kraken,2,San Jose Sharks,1,OT
3/17/2023,5:00 PM,7:00 PM,Buffalo Sabres,2,Philadelphia Flyers,5,Regulation
3/17/2023,5:00 PM,7:00 PM,Carolina Hurricanes,2,Toronto Maple Leafs,5,Regulation
3/17/2023,5:00 PM,7:00 PM,St. Louis Blues,5,Washington Capitals,2,Regulation
3/17/2023,8:00 PM,10:00 PM,Columbus Blue Jackets,4,Anaheim Ducks,7,Regulation
3/18/2023,11:00 AM,1:00 PM,Colorado Avalanche,5,Detroit Red Wings,1,Regulation
3/18/2023,12:00 PM,2:00 PM,Boston Bruins,5,Minnesota Wild,2,Regulation
3/18/2023,12:00 PM,2:00 PM,Winnipeg Jets,3,Nashville Predators,2,OT
3/18/2023,2:00 PM,4:00 PM,Edmonton Oilers,6,Seattle Kraken,4,Regulation
3/18/2023,3:00 PM,5:00 PM,Carolina Hurricanes,5,Philadelphia Flyers,4,OT
3/18/2023,4:00 PM,6:00 PM,New Jersey Devils,2,Florida Panthers,4,Regulation
3/18/2023,5:00 PM,7:00 PM,Montreal Canadiens,3,Tampa Bay Lightning,5,Regulation
3/18/2023,5:00 PM,7:00 PM,Toronto Maple Leafs,5,Ottawa Senators,4,SO
3/18/2023,6:00 PM,8:00 PM,Pittsburgh Penguins,0,New York Rangers,6,Regulation
3/18/2023,8:00 PM,10:00 PM,Dallas Stars,6,Calgary Flames,5,OT
3/18/2023,8:00 PM,10:00 PM,Vancouver Canucks,3,Los Angeles Kings,2,SO
3/18/2023,8:30 PM,10:30 PM,Chicago Blackhawks,2,Arizona Coyotes,4,Regulation
3/18/2023,8:30 PM,10:30 PM,New York Islanders,4,San Jose Sharks,1,Regulation
3/19/2023,11:00 AM,1:00 PM,Boston Bruins,7,Buffalo Sabres,0,Regulation
3/19/2023,12:00 PM,2:00 PM,Washington Capitals,3,Minnesota Wild,5,Regulation
3/19/2023,2:00 PM,4:00 PM,Columbus Blue Jackets,2,Vegas Golden Knights,7,Regulation
3/19/2023,5:00 PM,7:00 PM,Nashville Predators,0,New York Rangers,7,Regulation
3/19/2023,5:00 PM,7:00 PM,New Jersey Devils,5,Tampa Bay Lightning,2,Regulation
3/19/2023,5:00 PM,7:00 PM,Winnipeg Jets,0,St. Louis Blues,3,Regulation
3/19/2023,6:00 PM,8:00 PM,Vancouver Canucks,2,Anaheim Ducks,1,Regulation
3/20/2023,5:00 PM,7:00 PM,Ottawa Senators,2,Pittsburgh Penguins,1,Regulation
3/20/2023,5:00 PM,7:00 PM,Florida Panthers,5,Detroit Red Wings,2,Regulation
3/20/2023,7:00 PM,9:00 PM,Chicago Blackhawks,0,Colorado Avalanche,5,Regulation
3/20/2023,7:30 PM,9:30 PM,San Jose Sharks,4,Edmonton Oilers,5,OT
3/20/2023,8:30 PM,10:30 PM,Calgary Flames,2,Los Angeles Kings,8,Regulation
3/21/2023,5:00 PM,7:00 PM,Carolina Hurricanes,3,New York Rangers,2,Regulation
3/21/2023,5:00 PM,7:00 PM,Columbus Blue Jackets,7,Washington Capitals,6,OT
3/21/2023,5:00 PM,7:00 PM,Florida Panthers,3,Philadelphia Flyers,6,Regulation
3/21/2023,5:00 PM,7:00 PM,Minnesota Wild,2,New Jersey Devils,1,OT
3/21/2023,5:00 PM,7:00 PM,Nashville Predators,7,Buffalo Sabres,3,Regulation
3/21/2023,5:00 PM,7:00 PM,Ottawa Senators,1,Boston Bruins,2,Regulation
3/21/2023,5:00 PM,7:00 PM,Tampa Bay Lightning,2,Montreal Canadiens,3,Regulation
3/21/2023,5:30 PM,7:30 PM,Toronto Maple Leafs,2,New York Islanders,7,Regulation
3/21/2023,6:00 PM,8:00 PM,Arizona Coyotes,1,Winnipeg Jets,2,Regulation
3/21/2023,6:00 PM,8:00 PM,Detroit Red Wings,3,St. Louis Blues,2,SO
3/21/2023,6:30 PM,8:30 PM,Seattle Kraken,5,Dallas Stars,4,OT
3/21/2023,8:00 PM,10:00 PM,Calgary Flames,5,Anaheim Ducks,1,Regulation
3/21/2023,8:00 PM,10:00 PM,Vegas Golden Knights,4,Vancouver Canucks,3,Regulation
3/22/2023,6:00 PM,8:00 PM,Pittsburgh Penguins,5,Colorado Avalanche,2,Regulation
3/22/2023,8:30 PM,10:30 PM,Arizona Coyotes,3,Edmonton Oilers,4,OT
3/23/2023,4:30 PM,6:30 PM,Minnesota Wild,4,Philadelphia Flyers,5,SO
3/23/2023,5:00 PM,7:00 PM,Chicago Blackhawks,1,Washington Capitals,6,Regulation
3/23/2023,5:00 PM,7:00 PM,Montreal Canadiens,2,Boston Bruins,4,Regulation
3/23/2023,5:00 PM,7:00 PM,New York Rangers,2,Carolina Hurricanes,1,Regulation
3/23/2023,5:00 PM,7:00 PM,Tampa Bay Lightning,2,Ottawa Senators,7,Regulation
3/23/2023,5:00 PM,7:00 PM,Toronto Maple Leafs,6,Florida Panthers,2,Regulation
3/23/2023,5:00 PM,7:00 PM,St. Louis Blues,4,Detroit Red Wings,3,Regulation
3/23/2023,6:00 PM,8:00 PM,Seattle Kraken,1,Nashville Predators,2,SO
3/23/2023,7:00 PM,9:00 PM,Pittsburgh Penguins,2,Dallas Stars,3,Regulation
3/23/2023,7:00 PM,9:00 PM,Vegas Golden Knights,3,Calgary Flames,2,Regulation
3/23/2023,8:00 PM,10:00 PM,San Jose Sharks,2,Vancouver Canucks,7,Regulation
3/23/2023,8:00 PM,10:00 PM,Winnipeg Jets,3,Anaheim Ducks,2,Regulation
3/24/2023,5:00 PM,7:00 PM,New York Islanders,4,Columbus Blue Jackets,5,OT
3/24/2023,5:00 PM,7:00 PM,New Jersey Devils,4,Buffalo Sabres,5,Regulation
3/24/2023,7:00 PM,9:00 PM,Arizona Coyotes,1,Colorado Avalanche,3,Regulation
3/25/2023,11:00 AM,1:00 PM,Detroit Red Wings,0,Philadelphia Flyers,3,Regulation
3/25/2023,11:00 AM,1:00 PM,Tampa Bay Lightning,1,Boston Bruins,2,Regulation
3/25/2023,12:00 PM,2:00 PM,Seattle Kraken,7,Nashville Predators,2,Regulation
3/25/2023,2:00 PM,4:00 PM,San Jose Sharks,3,Calgary Flames,5,Regulation
3/25/2023,2:00 PM,4:00 PM,Winnipeg Jets,1,Los Angeles Kings,4,Regulation
3/25/2023,3:00 PM,5:00 PM,Chicago Blackhawks,1,Minnesota Wild,3,Regulation
3/25/2023,3:00 PM,5:00 PM,New York Rangers,4,Florida Panthers,3,Regulation
3/25/2023,3:00 PM,5:00 PM,Buffalo Sabres,2,New York Islanders,0,Regulation
3/25/2023,5:00 PM,7:00 PM,Columbus Blue Jackets,2,Montreal Canadiens,8,Regulation
3/25/2023,5:00 PM,7:00 PM,Ottawa Senators,3,New Jersey Devils,5,Regulation
3/25/2023,5:00 PM,7:00 PM,Toronto Maple Leafs,3,Carolina Hurricanes,5,Regulation
3/25/2023,5:00 PM,7:00 PM,Vancouver Canucks,3,Dallas Stars,1,Regulation
3/25/2023,6:00 PM,8:00 PM,Washington Capitals,3,Pittsburgh Penguins,4,Regulation
3/25/2023,8:00 PM,10:00 PM,Vegas Golden Knights,4,Edmonton Oilers,3,OT
3/25/2023,8:30 PM,10:30 PM,St. Louis Blues,6,Anaheim Ducks,3,Regulation
3/26/2023,1:00 PM,3:00 PM,Colorado Avalanche,4,Arizona Coyotes,3,SO
3/26/2023,3:00 PM,5:00 PM,Boston Bruins,4,Carolina Hurricanes,3,SO
3/26/2023,4:00 PM,6:00 PM,Toronto Maple Leafs,3,Nashville Predators,2,Regulation
3/26/2023,4:00 PM,6:00 PM,Vancouver Canucks,4,Chicago Blackhawks,2,Regulation
3/26/2023,8:30 PM,10:30 PM,St. Louis Blues,6,Los Angeles Kings,7,Regulation
3/27/2023,5:00 PM,7:00 PM,Florida Panthers,2,Ottawa Senators,5,Regulation
3/27/2023,5:00 PM,7:00 PM,Montreal Canadiens,4,Buffalo Sabres,3,SO
3/27/2023,5:30 PM,7:30 PM,New Jersey Devils,1,New York Islanders,5,Regulation
3/27/2023,6:00 PM,8:00 PM,Seattle Kraken,1,Minnesota Wild,5,Regulation
3/27/2023,8:00 PM,10:00 PM,Colorado Avalanche,5,Anaheim Ducks,1,Regulation
3/27/2023,8:00 PM,10:00 PM,Edmonton Oilers,5,Arizona Coyotes,4,Regulation
3/28/2023,5:00 PM,7:00 PM,Columbus Blue Jackets,2,New York Rangers,6,Regulation
3/28/2023,5:00 PM,7:00 PM,Montreal Canadiens,2,Philadelphia Flyers,3,Regulation
3/28/2023,5:00 PM,7:00 PM,Nashville Predators,2,Boston Bruins,1,Regulation
3/28/2023,5:00 PM,7:00 PM,Tampa Bay Lightning,4,Carolina Hurricanes,0,Regulation
3/28/2023,5:00 PM,7:00 PM,Pittsburgh Penguins,4,Detroit Red Wings,7,Regulation
3/28/2023,6:00 PM,8:00 PM,Vancouver Canucks,5,St. Louis Blues,6,OT
3/28/2023,6:30 PM,8:30 PM,Dallas Stars,4,Chicago Blackhawks,1,Regulation
3/28/2023,7:00 PM,9:00 PM,Los Angeles Kings,1,Calgary Flames,2,Regulation
3/28/2023,8:00 PM,10:00 PM,Edmonton Oilers,7,Vegas Golden Knights,4,Regulation
3/28/2023,8:30 PM,10:30 PM,Winnipeg Jets,0,San Jose Sharks,3,Regulation
3/29/2023,5:30 PM,7:30 PM,Florida Panthers,3,Toronto Maple Leafs,2,OT
3/29/2023,5:30 PM,7:30 PM,New York Islanders,2,Washington Capitals,1,SO
3/29/2023,8:00 PM,10:00 PM,Minnesota Wild,4,Colorado Avalanche,2,Regulation
3/30/2023,5:00 PM,7:00 PM,Columbus Blue Jackets,1,Boston Bruins,2,OT
3/30/2023,5:00 PM,7:00 PM,Florida Panthers,5,Montreal Canadiens,2,Regulation
3/30/2023,5:00 PM,7:00 PM,New York Rangers,1,New Jersey Devils,2,Regulation
3/30/2023,5:00 PM,7:00 PM,Nashville Predators,0,Pittsburgh Penguins,2,Regulation
3/30/2023,5:00 PM,7:00 PM,Philadelphia Flyers,4,Ottawa Senators,5,OT
3/30/2023,5:00 PM,7:00 PM,Washington Capitals,1,Tampa Bay Lightning,5,Regulation
3/30/2023,5:30 PM,7:30 PM,Carolina Hurricanes,2,Detroit Red Wings,3,Regulation
3/30/2023,6:30 PM,8:30 PM,St. Louis Blues,5,Chicago Blackhawks,3,Regulation
3/30/2023,7:00 PM,9:00 PM,Los Angeles Kings,0,Edmonton Oilers,2,Regulation
3/30/2023,8:00 PM,10:00 PM,Anaheim Ducks,1,Seattle Kraken,4,Regulation
3/30/2023,8:30 PM,10:30 PM,Vegas Golden Knights,3,San Jose Sharks,4,OT
3/31/2023,5:00 PM,7:00 PM,New York Rangers,2,Buffalo Sabres,3,OT
3/31/2023,6:00 PM,8:00 PM,Detroit Red Wings,2,Winnipeg Jets,6,Regulation
3/31/2023,8:00 PM,10:00 PM,Calgary Flames,5,Vancouver Canucks,4,OT
3/31/2023,8:30 PM,10:30 PM,Dallas Stars,5,Arizona Coyotes,2,Regulation
4/1/2023,11:00 AM,1:00 PM,St. Louis Blues,1,Nashville Predators,6,Regulation
4/1/2023,1:00 PM,3:00 PM,Boston Bruins,4,Pittsburgh Penguins,3,Regulation
4/1/2023,5:00 PM,7:00 PM,Buffalo Sabres,6,Philadelphia Flyers,3,Regulation
4/1/2023,5:00 PM,7:00 PM,Carolina Hurricanes,3,Montreal Canadiens,0,Regulation
4/1/2023,5:00 PM,7:00 PM,Florida Panthers,7,Columbus Blue Jackets,0,Regulation
4/1/2023,5:00 PM,7:00 PM,New York Islanders,0,Tampa Bay Lightning,5,Regulation
4/1/2023,5:00 PM,7:00 PM,Toronto Maple Leafs,3,Ottawa Senators,0,Regulation
4/1/2023,6:00 PM,8:00 PM,New Jersey Devils,6,Chicago Blackhawks,3,Regulation
4/1/2023,7:00 PM,9:00 PM,Dallas Stars,2,Colorado Avalanche,5,Regulation
4/1/2023,8:00 PM,10:00 PM,Anaheim Ducks,0,Edmonton Oilers,6,Regulation
4/1/2023,8:00 PM,10:00 PM,Los Angeles Kings,3,Seattle Kraken,1,Regulation
4/1/2023,8:00 PM,10:00 PM,Minnesota Wild,1,Vegas Golden Knights,4,Regulation
4/1/2023,8:00 PM,10:00 PM,San Jose Sharks,7,Arizona Coyotes,2,Regulation
4/2/2023,11:00 AM,1:00 PM,New York Rangers,5,Washington Capitals,2,Regulation
4/2/2023,1:30 PM,3:30 PM,Boston Bruins,4,St. Louis Blues,3,SO
4/2/2023,4:00 PM,6:00 PM,New York Islanders,1,Carolina Hurricanes,2,Regulation
4/2/2023,4:00 PM,6:00 PM,Ottawa Senators,3,Columbus Blue Jackets,4,OT
4/2/2023,4:00 PM,6:00 PM,Philadelphia Flyers,2,Pittsburgh Penguins,4,Regulation
4/2/2023,5:00 PM,7:00 PM,Detroit Red Wings,5,Toronto Maple Leafs,2,Regulation
4/2/2023,5:00 PM,7:00 PM,New Jersey Devils,1,Winnipeg Jets,6,Regulation
4/2/2023,6:00 PM,8:00 PM,Anaheim Ducks,4,Calgary Flames,5,Regulation
4/2/2023,6:00 PM,8:00 PM,Los Angeles Kings,4,Vancouver Canucks,1,Regulation
4/3/2023,6:00 PM,8:00 PM,Vegas Golden Knights,4,Minnesota Wild,3,SO
4/3/2023,6:30 PM,8:30 PM,Nashville Predators,1,Dallas Stars,5,Regulation
4/3/2023,8:00 PM,10:00 PM,Arizona Coyotes,1,Seattle Kraken,8,Regulation
4/4/2023,5:00 PM,7:00 PM,Buffalo Sabres,1,Florida Panthers,2,Regulation
4/4/2023,5:00 PM,7:00 PM,Columbus Blue Jackets,2,Toronto Maple Leafs,4,Regulation
4/4/2023,5:00 PM,7:00 PM,Detroit Red Wings,5,Montreal Canadiens,0,Regulation
4/4/2023,5:00 PM,7:00 PM,Ottawa Senators,2,Carolina Hurricanes,3,OT
4/4/2023,5:00 PM,7:00 PM,Pittsburgh Penguins,1,New Jersey Devils,5,Regulation
4/4/2023,6:00 PM,8:00 PM,Philadelphia Flyers,2,St. Louis Blues,4,Regulation
4/4/2023,6:00 PM,8:00 PM,Vegas Golden Knights,2,Nashville Predators,3,OT
4/4/2023,7:00 PM,9:00 PM,Chicago Blackhawks,4,Calgary Flames,3,Regulation
4/4/2023,8:00 PM,10:00 PM,Seattle Kraken,5,Vancouver Canucks,2,Regulation
4/4/2023,8:30 PM,10:30 PM,Edmonton Oilers,3,Los Angeles Kings,1,Regulation
4/4/2023,8:30 PM,10:30 PM,Colorado Avalanche,4,San Jose Sharks,3,OT
4/5/2023,5:30 PM,7:30 PM,Calgary Flames,3,Winnipeg Jets,1,Regulation
4/5/2023,5:30 PM,7:30 PM,Tampa Bay Lightning,3,New York Rangers,6,Regulation
4/5/2023,8:00 PM,10:00 PM,Edmonton Oilers,3,Anaheim Ducks,1,Regulation
4/6/2023,5:00 PM,7:00 PM,Columbus Blue Jackets,,New Jersey Devils,,Scheduled
4/6/2023,5:00 PM,7:00 PM,Minnesota Wild,,Pittsburgh Penguins,,Scheduled
4/6/2023,5:00 PM,7:00 PM,Ottawa Senators,,Florida Panthers,,Scheduled
4/6/2023,5:00 PM,7:00 PM,Toronto Maple Leafs,,Boston Bruins,,Scheduled
4/6/2023,5:00 PM,7:00 PM,Washington Capitals,,Montreal Canadiens,,Scheduled
4/6/2023,5:00 PM,7:00 PM,Buffalo Sabres,,Detroit Red Wings,,Scheduled
4/6/2023,5:30 PM,7:30 PM,Tampa Bay Lightning,,New York Islanders,,Scheduled
4/6/2023,6:00 PM,8:00 PM,Carolina Hurricanes,,Nashville Predators,,Scheduled
4/6/2023,6:00 PM,8:00 PM,New York Rangers,,St. Louis Blues,,Scheduled
4/6/2023,6:30 PM,8:30 PM,Philadelphia Flyers,,Dallas Stars,,Scheduled
4/6/2023,8:00 PM,10:00 PM,Chicago Blackhawks,,Vancouver Canucks,,Scheduled
4/6/2023,8:00 PM,10:00 PM,Los Angeles Kings,,Vegas Golden Knights,,Scheduled
4/6/2023,8:30 PM,10:30 PM,Arizona Coyotes,,Seattle Kraken,,Scheduled
4/6/2023,8:30 PM,10:30 PM,Colorado Avalanche,,San Jose Sharks,,Scheduled
4/8/2023,10:30 AM,12:30 PM,Carolina Hurricanes,,Buffalo Sabres,,Scheduled
4/8/2023,11:00 AM,1:00 PM,Pittsburgh Penguins,,Detroit Red Wings,,Scheduled
4/8/2023,1:30 PM,3:30 PM,Vegas Golden Knights,,Dallas Stars,,Scheduled
4/8/2023,2:00 PM,4:00 PM,Edmonton Oilers,,San Jose Sharks,,Scheduled
4/8/2023,3:30 PM,5:30 PM,Anaheim Ducks,,Arizona Coyotes,,Scheduled
4/8/2023,5:00 PM,7:00 PM,Florida Panthers,,Washington Capitals,,Scheduled
4/8/2023,5:00 PM,7:00 PM,Montreal Canadiens,,Toronto Maple Leafs,,Scheduled
4/8/2023,5:00 PM,7:00 PM,New York Rangers,,Columbus Blue Jackets,,Scheduled
4/8/2023,5:00 PM,7:00 PM,Nashville Predators,,Winnipeg Jets,,Scheduled
4/8/2023,5:00 PM,7:00 PM,Tampa Bay Lightning,,Ottawa Senators,,Scheduled
4/8/2023,5:30 PM,7:30 PM,Philadelphia Flyers,,New York Islanders,,Scheduled
4/8/2023,6:00 PM,8:00 PM,St. Louis Blues,,Minnesota Wild,,Scheduled
4/8/2023,6:00 PM,8:00 PM,New Jersey Devils,,Boston Bruins,,Scheduled
4/8/2023,8:00 PM,10:00 PM,Calgary Flames,,Vancouver Canucks,,Scheduled
4/8/2023,8:00 PM,10:00 PM,Chicago Blackhawks,,Seattle Kraken,,Scheduled
4/8/2023,8:30 PM,10:30 PM,Colorado Avalanche,,Los Angeles Kings,,Scheduled
4/9/2023,4:00 PM,6:00 PM,Boston Bruins,,Philadelphia Flyers,,Scheduled
4/9/2023,6:30 PM,8:30 PM,Colorado Avalanche,,Anaheim Ducks,,Scheduled
4/10/2023,5:00 PM,7:00 PM,Buffalo Sabres,,New York Rangers,,Scheduled
4/10/2023,5:00 PM,7:00 PM,Carolina Hurricanes,,Ottawa Senators,,Scheduled
4/10/2023,5:00 PM,7:00 PM,New York Islanders,,Washington Capitals,,Scheduled
4/10/2023,5:00 PM,7:00 PM,San Jose Sharks,,Winnipeg Jets,,Scheduled
4/10/2023,5:00 PM,7:00 PM,Toronto Maple Leafs,,Florida Panthers,,Scheduled
4/10/2023,5:00 PM,7:00 PM,Dallas Stars,,Detroit Red Wings,,Scheduled
4/10/2023,7:00 PM,9:00 PM,Minnesota Wild,,Chicago Blackhawks,,Scheduled
4/10/2023,7:30 PM,9:30 PM,Nashville Predators,,Calgary Flames,,Scheduled
4/10/2023,8:00 PM,10:00 PM,Seattle Kraken,,Arizona Coyotes,,Scheduled
4/10/2023,8:30 PM,10:30 PM,Vancouver Canucks,,Los Angeles Kings,,Scheduled
4/11/2023,5:00 PM,7:00 PM,Buffalo Sabres,,New Jersey Devils,,Scheduled
4/11/2023,5:00 PM,7:00 PM,Columbus Blue Jackets,,Philadelphia Flyers,,Scheduled
4/11/2023,5:00 PM,7:00 PM,Detroit Red Wings,,Carolina Hurricanes,,Scheduled
4/11/2023,5:00 PM,7:00 PM,Toronto Maple Leafs,,Tampa Bay Lightning,,Scheduled
4/11/2023,5:00 PM,7:00 PM,Washington Capitals,,Boston Bruins,,Scheduled
4/11/2023,5:30 PM,7:30 PM,Chicago Blackhawks,,Pittsburgh Penguins,,Scheduled
4/11/2023,6:00 PM,8:00 PM,Winnipeg Jets,,Minnesota Wild,,Scheduled
4/11/2023,7:30 PM,9:30 PM,Edmonton Oilers,,Colorado Avalanche,,Scheduled
4/11/2023,8:00 PM,10:00 PM,Seattle Kraken,,Vegas Golden Knights,,Scheduled
4/11/2023,8:00 PM,10:00 PM,Vancouver Canucks,,Anaheim Ducks,,Scheduled
4/12/2023,5:00 PM,7:00 PM,Montreal Canadiens,,New York Islanders,,Scheduled
4/12/2023,5:30 PM,7:30 PM,Dallas Stars,,St. Louis Blues,,Scheduled
4/12/2023,8:00 PM,10:00 PM,San Jose Sharks,,Calgary Flames,,Scheduled
4/13/2023,5:00 PM,7:00 PM,Boston Bruins,,Montreal Canadiens,,Scheduled
4/13/2023,5:00 PM,7:00 PM,Carolina Hurricanes,,Florida Panthers,,Scheduled
4/13/2023,5:00 PM,7:00 PM,Detroit Red Wings,,Tampa Bay Lightning,,Scheduled
4/13/2023,5:00 PM,7:00 PM,New Jersey Devils,,Washington Capitals,,Scheduled
4/13/2023,5:00 PM,7:00 PM,Ottawa Senators,,Buffalo Sabres,,Scheduled
4/13/2023,5:00 PM,7:00 PM,Pittsburgh Penguins,,Columbus Blue Jackets,,Scheduled
4/13/2023,5:00 PM,7:00 PM,Toronto Maple Leafs,,New York Rangers,,Scheduled
4/13/2023,6:00 PM,8:00 PM,Minnesota Wild,,Nashville Predators,,Scheduled
4/13/2023,6:00 PM,8:00 PM,St. Louis Blues,,Dallas Stars,,Scheduled
4/13/2023,6:00 PM,8:00 PM,Winnipeg Jets,,Colorado Avalanche,,Scheduled
4/13/2023,6:30 PM,8:30 PM,Philadelphia Flyers,,Chicago Blackhawks,,Scheduled
4/13/2023,7:00 PM,9:00 PM,San Jose Sharks,,Edmonton Oilers,,Scheduled
4/13/2023,8:00 PM,10:00 PM,Los Angeles Kings,,Anaheim Ducks,,Scheduled
4/13/2023,8:00 PM,10:00 PM,Vancouver Canucks,,Arizona Coyotes,,Scheduled
4/13/2023,8:30 PM,10:30 PM,Vegas Golden Knights,,Seattle Kraken,,Scheduled
4/14/2023,5:30 PM,7:30 PM,Buffalo Sabres,,Columbus Blue Jackets,,Scheduled
4/14/2023,6:00 PM,8:00 PM,Colorado Avalanche,,Nashville Predators,,Scheduled
